dataset,u,v,betweenness_bucket,jaco_norm,orc,waf3,eff_resistance,commute_time,lrc,hybrid
Cornell,57,168,Medium Betweenness,0.2596774697303772,0,-32.602208171945016,0.4750000000000003,266.00000000000017,-43.186351417754544,0.5875162446631189
Cornell,57,170,Medium Betweenness,0.2879610558350881,0,-32.935541505278344,0.9999999999999989,559.9999999999994,-44.28045153203776,0.05319705737949123
Cornell,57,174,High Betweenness (Inter-cluster),0.060238368809223175,0,-34.83831928305613,0.43001441073201935,240.80807000993084,87.34794496521154,0.5699855835681272
Cornell,57,175,High Betweenness (Inter-cluster),0.1988851179679235,0,-33.26887483861168,0.6250000000000027,350.0000000000015,-51.5870373451536,0.41887786109585307
Cornell,57,177,High Betweenness (Inter-cluster),0.15793964266777039,0,-33.46887483861168,0.6230482615223193,348.9070264524988,-249.50430159065783,0.4152380840338396
Cornell,57,178,Medium Betweenness,0.28080224990844727,0,-32.935541505278344,1.000000000000001,560.0000000000006,-44.28045153203775,0.05319705737948901
Cornell,57,182,Medium Betweenness,0.28546439607938134,0,-32.935541505278344,0.9999999999999984,559.9999999999991,-44.28045153203775,0.05319705737949167
Cornell,57,176,High Betweenness (Inter-cluster),0.23165491223335266,0,-33.0870566567935,0.2622315616506938,146.84967452438852,131.71707281639036,0.7867294917449111
Cornell,62,118,Medium Betweenness,0.9452925721804302,0,-0.4666666666666667,0.7368505961956313,412.63633386955354,-3.0426280277024236,1.2240975464666537
Cornell,63,137,Low Betweenness (Intra-cluster),1.0346870024998982,0,-0.0924242424242423,0.48214285714285804,270.0000000000005,-5.914568708190966,1.4892681945896533
Cornell,63,167,Low Betweenness (Intra-cluster),1.156814972559611,0,0.24090909090909096,0.5,280.0,-5.4120248517279945,1.4807302444447152
Cornell,63,176,High Betweenness (Inter-cluster),0.697585940361023,0,-1.427950558213716,0.4821428571428564,269.99999999999955,-8.063272116892367,1.451930113977931
Cornell,64,135,High Betweenness (Inter-cluster),1.6750194629033408,0,0.3144736842105263,1.0000000000000022,560.0000000000013,-1.5209249917268148,0.9827869372706192
Cornell,65,158,Medium Betweenness,0.947745144367218,0,-0.12322472848788646,0.5828895282737179,326.418135833282,-3.9210636541083757,1.3876604174869913
Cornell,66,75,Medium Betweenness,0.3502687116463979,0,-2.5055555555555555,0.40371318437645326,226.07938325081383,-10.116082605457613,1.5002325606237386
Cornell,66,130,Medium Betweenness,0.4401320815086365,0,-2.072222222222222,0.4665807342884726,261.28521120154466,-9.838705788219722,1.449479961634117
Cornell,66,144,High Betweenness (Inter-cluster),0.5004113614559174,0,-1.8049707602339184,0.5672125304371352,317.6390170447957,-15.47437570795632,1.356319869979264
Cornell,66,146,Low Betweenness (Intra-cluster),1.044846216837565,0,0.5611111111111111,0.21144702297741835,118.41033286735427,-10.534275604317845,1.7782352914095274
Cornell,66,150,Low Betweenness (Intra-cluster),0.28737178444862366,0,-2.6555555555555554,0.34484119665207846,193.11107012516393,-13.735645940463044,1.5549109111192585
Cornell,66,133,Medium Betweenness,0.6325472593307495,0,-1.838888888888889,0.5528617557443547,309.60258321683864,-10.697064027666633,1.3697223758145882
Cornell,67,89,Medium Betweenness,0.39428141713142395,0,-1.7605263157894737,0.4413227821924709,247.1407580277837,-8.492072557203668,1.4834521759695143
Cornell,67,140,Medium Betweenness,0.5937191843986511,0,-1.616666666666667,0.6203013645591404,347.36876415311866,-7.0083157102110345,1.3084955626966202
Cornell,67,148,Medium Betweenness,0.31350472569465637,0,-2.393859649122807,0.44647694853937514,250.02709118205007,-8.967835278811052,1.4605915438602506
Cornell,67,165,High Betweenness (Inter-cluster),0.29086693127950036,0,-2.060526315789474,0.3921492573475155,219.60358411460868,-9.765315967633962,1.5242384270424654
Cornell,67,181,High Betweenness (Inter-cluster),0.5756324330965678,0,-1.9166666666666667,0.9999999999999976,559.9999999999986,-6.251250419288966,0.9204096577724827
Cornell,69,93,Low Betweenness (Intra-cluster),0.7649620175361632,0,-0.2043650793650793,0.3468107547217353,194.21402264417176,-8.121484059405649,1.6214707010219715
Cornell,69,83,Low Betweenness (Intra-cluster),0.49635969599088026,0,-0.8567460317460318,0.38248992636866286,214.1943587664512,-7.5266626490007935,1.5675525386302986
Cornell,69,138,Low Betweenness (Intra-cluster),0.6146807074546814,0,-0.39007936507936514,0.40576127647952026,227.22631482853134,-6.071405225497041,1.55732805829924
Cornell,69,171,Low Betweenness (Intra-cluster),0.5642066995302837,0,-0.9543650793650793,0.41250106392264,231.00059579667843,-7.063296181607335,1.5348122092772978
Cornell,70,70,Low Betweenness (Intra-cluster),2.523012717564901,0,0.41666666666666663,0.0,0.0,-2.4552071299618974,1.9856439955079002
Cornell,70,96,Medium Betweenness,1.456661899884542,0,-0.7605263157894736,0.9999999999999973,559.9999999999985,-4.593199232902219,0.9527325413496599
Cornell,72,121,Low Betweenness (Intra-cluster),1.219100832939148,0,-0.09385964912280709,0.7272727272727274,407.27272727272737,-2.4731053684696747,1.2440981964169202
Cornell,72,172,Medium Betweenness,2.0098405281702676,0,0.406140350877193,1.0000000000000009,560.0000000000005,-1.3936347188701659,0.9853497152173694
Cornell,75,146,Low Betweenness (Intra-cluster),0.40445488691329956,0,-1.4722222222222223,0.4076516668910283,228.28493345897584,-8.681498716707681,1.5251835750028082
Cornell,77,125,Low Betweenness (Intra-cluster),1.8488953908284502,0,0.8228070175438595,0.6249999999999997,349.99999999999983,-2.443824220134008,1.3719987021344089
Cornell,77,175,Low Betweenness (Intra-cluster),1.6116806268692017,0,0.843859649122807,0.5000000000000013,280.00000000000074,-2.7216085858780596,1.4975872814654778
Cornell,78,143,Medium Betweenness,2.4586920738220215,0,0.49999999999999994,1.0000000000000002,560.0000000000001,-1.9961578706583274,0.9879738036413138
Cornell,79,104,High Betweenness (Inter-cluster),1.0181426803270976,0,-0.7271929824561404,0.9999999999999969,559.9999999999983,-3.445986145913428,0.9536644606030238
Cornell,82,94,Medium Betweenness,1.9308365186055503,0,0.23947368421052628,0.9999999999999986,559.9999999999992,-1.9302664675967212,0.9806901189505555
Cornell,82,102,Medium Betweenness,1.9377609888712564,0,0.23947368421052628,0.9999999999999989,559.9999999999994,-1.9302664675967198,0.9806901189505551
Cornell,83,93,Low Betweenness (Intra-cluster),0.6637591918309529,0,-0.7067460317460317,0.2744766123580783,153.70690292052385,-9.76593946885923,1.679759488200884
Cornell,83,103,Low Betweenness (Intra-cluster),0.47196259101231886,0,-1.1799707602339182,0.5709859461798108,319.752129860694,-7.00853520418102,1.370019940274883
Cornell,83,129,Low Betweenness (Intra-cluster),0.5029670894145966,0,-0.8567460317460318,0.38248992636866275,214.19435876645113,-7.526662649000798,1.5675525386302986
Cornell,83,164,Low Betweenness (Intra-cluster),0.3708044687906901,0,-1.2799707602339183,0.40497610491471847,226.78661875224233,-7.5174447364920605,1.5332340221197864
Cornell,83,174,Low Betweenness (Intra-cluster),0.41518340508143103,0,-1.6244152046783626,0.4253868249334166,238.2166219627133,-7.926400484740548,1.5031934700204421
Cornell,87,174,Medium Betweenness,1.5363939603169756,0,-0.07997076023391814,1.0000000000000009,560.0000000000005,-2.162904419584286,0.9717592261058222
Cornell,89,150,Low Betweenness (Intra-cluster),0.6173566381136576,0,-0.3883040935672515,0.47385118487577693,265.35666353043507,-3.7257690464499196,1.4892877828749453
Cornell,92,171,Low Betweenness (Intra-cluster),0.5815115571022034,0,-1.234920634920635,0.5942738422553382,332.7933516629894,-7.582576983144008,1.3451957790465214
Cornell,93,110,Medium Betweenness,0.455453077952067,0,-1.1506056808688387,0.4793091644019709,268.4131320651037,-11.745618158778429,1.4625176976210605
Cornell,93,129,Low Betweenness (Intra-cluster),0.7714579304059347,0,-0.2043650793650793,0.34681075472173517,194.2140226441717,-8.121484059405653,1.6214707010219715
Cornell,93,138,Low Betweenness (Intra-cluster),0.6560488343238831,0,-0.7400793650793649,0.3281767771841728,183.77899522313677,-8.8226738194475,1.625127404658428
Cornell,93,171,Low Betweenness (Intra-cluster),0.6028455297152201,0,-1.3043650793650792,0.33215265083724976,186.00548446885986,-9.755914204583142,1.6053754693988895
Cornell,93,174,Medium Betweenness,0.3914390206336975,0,-1.9006056808688392,0.42685868661163207,239.04086450251395,-9.800061912402278,1.4939999916862212
Cornell,93,180,Medium Betweenness,0.6094362139701843,0,-0.9734126984126985,0.6448094653397383,361.0933005902534,-9.374550293536982,1.3019712848956486
Cornell,96,121,Low Betweenness (Intra-cluster),0.8521663149197898,0,-0.843859649122807,0.7272727272727268,407.272727272727,-4.657304538701987,1.2231300132162481
Cornell,96,173,Medium Betweenness,1.454190174738566,0,-0.2605263157894737,0.999999999999999,559.9999999999994,-3.5189404716480754,0.9667113301501067
Cornell,97,118,Low Betweenness (Intra-cluster),0.4522790114084879,0,-1.5333333333333332,0.5450991064570135,305.2554996159276,-6.134412299508148,1.3860276181801323
Cornell,97,152,Medium Betweenness,1.4662381013234456,0,-0.10000000000000009,0.9999999999999996,559.9999999999998,-2.2171808634598977,0.9711992570807764
Cornell,97,165,High Betweenness (Inter-cluster),0.46330785751342773,0,-1.0105263157894737,0.49142505762546246,275.198032270259,-5.162079286994115,1.4543180842382184
Cornell,99,155,Low Betweenness (Intra-cluster),1.0332860549290974,0,-0.1561403508771929,0.4749999999999994,265.99999999999966,-3.843456219651548,1.4946297036145828
Cornell,99,105,Low Betweenness (Intra-cluster),0.8449013829231262,0,-0.4894736842105264,0.5999999999999994,335.99999999999966,-3.366764408051229,1.3603105123309516
Cornell,99,115,Medium Betweenness,1.400936206181844,0,-0.17719298245614035,0.9999999999999982,559.999999999999,-2.5192957834260046,0.9690411282835155
Cornell,99,168,Low Betweenness (Intra-cluster),1.0332860549290974,0,-0.1561403508771929,0.47500000000000075,266.0000000000004,-3.843456219651549,1.4946297036145815
Cornell,101,109,High Betweenness (Inter-cluster),0.9068014820416769,0,0.5862990810359232,0.3045681576756295,170.5581682983525,-8.538873476022502,1.6858183522663102
Cornell,101,122,Low Betweenness (Intra-cluster),1.1783029635747275,0,0.9301587301587301,0.3159930716566121,176.95612012770277,-7.921071928386939,1.6840069212237445
Cornell,109,122,High Betweenness (Inter-cluster),0.8259329001108805,0,0.2529657477025897,0.3425963299937379,191.85394479649324,-7.958307164555177,1.6384709877948513
Cornell,110,150,Medium Betweenness,0.634690244992574,0,-0.39941520467836256,0.5020985588733369,281.17519296906863,-4.046132192193674,1.4607297694087382
Cornell,111,116,Medium Betweenness,2.486742417017619,0,0.8228070175438595,1.0,560.0,-0.7144080500638228,0.9969987058844105
Cornell,117,181,Medium Betweenness,2.5816805362701416,0,0.7333333333333333,0.9999999999999998,559.9999999999999,-1.3551278418708317,0.9944972384148569
Cornell,118,138,Low Betweenness (Intra-cluster),0.43228839834531146,0,-1.1777777777777776,0.5164433974292839,289.208302560399,-6.827074610824669,1.424623798957179
Cornell,118,177,High Betweenness (Inter-cluster),0.9848521947860718,0,-0.14385964912280702,0.6230482615223192,348.9070264524987,-2.3157412062352223,1.3469247822450383
Cornell,120,153,Low Betweenness (Intra-cluster),1.1506808201471965,0,0.34856459330143535,0.5046083468266449,282.5806742229212,-2.863209879713185,1.4791316847264513
Cornell,120,160,Low Betweenness (Intra-cluster),1.2865010102589927,0,0.4394736842105263,0.5301702151506915,296.89532048438724,-2.2084158115875527,1.4561114146217415
Cornell,125,175,Low Betweenness (Intra-cluster),1.8488954305648804,0,0.8228070175438595,0.6249999999999991,349.9999999999995,-2.443824220134002,1.3719987021344093
Cornell,126,174,Medium Betweenness,1.549481272697449,0,-0.07997076023391814,1.000000000000001,560.0000000000006,-2.162904419584285,0.971759226105822
Cornell,128,128,Low Betweenness (Intra-cluster),2.025659918785095,0,0.26052631578947366,0.0,0.0,-1.205296761424765,1.9812786895316201
Cornell,129,138,Low Betweenness (Intra-cluster),0.6225210428237915,0,-0.39007936507936514,0.4057612764795202,227.22631482853132,-6.071405225497044,1.55732805829924
Cornell,129,171,Low Betweenness (Intra-cluster),0.5700051585833231,0,-0.9543650793650793,0.4125010639226401,231.00059579667845,-7.063296181607332,1.5348122092772978
Cornell,130,146,Low Betweenness (Intra-cluster),0.5082210203011831,0,-1.0388888888888888,0.46736843079138807,261.7263212431773,-8.263353033080959,1.4775817619933382
Cornell,133,133,Low Betweenness (Intra-cluster),1.265094518661499,0,0.39444444444444443,0.0,0.0,-3.0004187591947824,1.9850227160056582
Cornell,133,146,Low Betweenness (Intra-cluster),0.730402151743571,0,-0.8055555555555556,0.5528617557443548,309.6025832168387,-9.183579734929875,1.398611872668848
Cornell,136,159,Medium Betweenness,2.6191458702087402,0,0.7222222222222221,0.9999999999999991,559.9999999999995,-1.4810838336025283,0.9941865986637364
Cornell,137,167,Low Betweenness (Intra-cluster),1.156814972559611,0,0.40757575757575765,0.4821428571428567,269.9999999999998,-5.6104553527192955,1.503246983390103
Cornell,137,169,Low Betweenness (Intra-cluster),0.9185395638147991,0,-0.34090909090909094,0.7142857142857139,399.9999999999998,-4.799212862759442,1.2501783053340652
Cornell,137,176,High Betweenness (Inter-cluster),0.697585940361023,0,-1.2612838915470495,0.4285714285714283,239.99999999999986,-8.03521513824609,1.5101611382804605
Cornell,138,164,High Betweenness (Inter-cluster),0.46037889520327246,0,-0.8133040935672513,0.44868889877904833,251.26578331626706,-5.631805904333941,1.5025680982396699
Cornell,140,149,Low Betweenness (Intra-cluster),1.0593719482421875,0,-0.16666666666666674,0.6203013645591395,347.36876415311815,-2.539418402232453,1.3490340502179214
Cornell,145,176,Low Betweenness (Intra-cluster),0.5947399735450745,0,-1.540231259968102,0.5655578904126728,316.71241863109674,-11.878866885741393,1.3653759851098841
Cornell,146,150,Low Betweenness (Intra-cluster),0.33182833592096966,0,-1.6222222222222222,0.3695261793904978,206.93466045867876,-11.527838868127562,1.5591154254819493
Cornell,147,158,Low Betweenness (Intra-cluster),0.43784655133883155,0,-1.091060985797828,0.48735208824954634,272.91716941974596,-6.785532058366617,1.4561394992870835
Cornell,147,151,High Betweenness (Inter-cluster),1.0107191801071167,0,-0.2867167919799499,1.0000000000000022,560.0000000000013,-2.848198941172148,0.9659791078796038
Cornell,148,149,Medium Betweenness,0.6132383743921915,0,-0.9438596491228072,0.5142305234516442,287.96909313292076,-3.721715870435704,1.433376457146818
Cornell,149,165,Medium Betweenness,0.5799506902694702,0,-0.6105263157894737,0.48876070455112874,273.7059945486321,-3.430707988410038,1.4681654683262675
Cornell,153,160,Low Betweenness (Intra-cluster),1.161250352859497,0,0.6196172248803827,0.4661592889656123,261.0492018207429,-2.24909571447701,1.5251587171842889
Cornell,153,176,Low Betweenness (Intra-cluster),0.2957986394564311,0,-2.3068979266347687,0.45854862344979896,256.78722913188744,-16.013327872595706,1.4509511081753104
Cornell,154,162,Low Betweenness (Intra-cluster),1.2232540051142375,0,0.481140350877193,0.5912125183597525,331.0790102814614,-3.1834980321765625,1.3962340110898077
Cornell,155,168,Low Betweenness (Intra-cluster),1.2655111153920493,0,0.6771929824561403,0.4999999999999998,279.9999999999999,-1.9643173618126537,1.4929276851986635
Cornell,167,176,Medium Betweenness,0.7799250880877177,0,-0.927950558213716,0.48214285714285654,269.99999999999966,-7.828289409061833,1.4659089027783794
Texas,0,58,High Betweenness (Inter-cluster),0.5946475466092428,0,-2.0555555555555554,1.0000000000000022,590.0000000000014,-7.162351093048857,0.8872901012155157
Texas,0,121,Medium Betweenness,2.5773343245188394,0,0.7222222222222221,1.0000000000000009,590.0000000000006,-1.8964652410109113,0.9608256221952164
Texas,1,80,Medium Betweenness,1.4684778451919556,0,-0.24761904761904763,1.0,590.0,-1.9045755008686212,0.9351512202988765
Texas,2,8,Medium Betweenness,2.433413028717041,0,0.7083333333333333,1.0000000000000013,590.0000000000008,-1.6827482100070235,0.9604579445903175
Texas,3,56,Medium Betweenness,0.2731992999712626,0,-33.40396825396826,0.9999999999999973,589.9999999999984,-23.889075863572923,0.057410231736335984
Texas,4,66,Low Betweenness (Intra-cluster),0.29861457149187726,0,-2.3158730158730156,0.5261870685090914,310.4503704203639,-13.51392900932757,1.3542116991450381
Texas,4,146,Medium Betweenness,0.8132731914520264,0,-0.8365079365079364,0.4560831415595965,269.08905352016194,-5.481409932690561,1.4634785428523938
Texas,4,164,Low Betweenness (Intra-cluster),1.408630092938741,0,0.623015873015873,0.6140207853898991,362.2722633800405,-1.8434977173515208,1.344178564339093
Texas,5,20,Medium Betweenness,0.7217936515808105,0,-0.7504329004329005,0.6257993400025514,369.22161060150535,-3.637426789238099,1.2960409922502123
Texas,5,56,High Betweenness (Inter-cluster),0.0967921813329061,0,-34.603968253968254,0.6257993400025521,369.22161060150574,-2322.263942996898,0.3998435429285299
Texas,5,101,Medium Betweenness,1.9083134730656943,0,0.5404761904761904,0.9999999999999999,589.9999999999999,-0.882915508589772,0.9560142981082599
Texas,6,56,Medium Betweenness,0.19384238620599112,0,-33.48730158730159,0.5520603504550816,325.71560676849816,-55.836306197878464,0.5031438111724468
Texas,6,171,Low Betweenness (Intra-cluster),0.7022611101468403,0,-0.34246031746031746,0.5520603504550817,325.7156067684982,-0.4874465488024065,1.3805801525766452
Texas,7,14,Medium Betweenness,2.5583932399749756,0,0.7333333333333333,0.9999999999999996,589.9999999999998,-1.3615786095494316,0.9611197642791366
Texas,7,34,High Betweenness (Inter-cluster),0.6616088549296062,0,-1.1198412698412699,0.9999999999999974,589.9999999999985,-5.71510879651818,0.9120610667112535
Texas,8,173,High Betweenness (Inter-cluster),0.6298629641532898,0,-1.5055555555555555,1.0000000000000018,590.000000000001,-5.630756423435314,0.9018501343694967
Texas,9,56,High Betweenness (Inter-cluster),0.15224283436934155,0,-34.23730158730159,0.9999999999999755,589.9999999999856,-39.93609841881409,0.03534957544244817
Texas,9,106,Medium Betweenness,2.7079602082570395,0,0.8238095238095238,0.9999999999999917,589.9999999999951,-0.6547676405565214,0.9635149212481974
Texas,10,108,Medium Betweenness,1.39764932791392,0,-0.8333333333333334,0.9999999999999991,589.9999999999994,-5.4877443291880255,0.9196457304465865
Texas,11,94,Low Betweenness (Intra-cluster),0.9837609330813091,0,0.09285714285714286,0.6230904165265352,367.62334575065574,-3.252864717256477,1.3210741538604567
Texas,11,108,High Betweenness (Inter-cluster),0.6123100916544597,0,-1.592857142857143,1.000000000000012,590.000000000007,-8.209880087635899,0.8995390179958387
Texas,11,56,High Betweenness (Inter-cluster),0.1920104771852493,0,-33.570634920634916,0.6230904165265376,367.6233457506572,63.53942505082625,0.4299076801819033
Texas,12,56,Medium Betweenness,0.2827298641204834,0,-33.40396825396826,0.9999999999999986,589.9999999999992,-23.889075863572707,0.05741023173633476
Texas,13,13,Low Betweenness (Intra-cluster),2.200187842051188,0,0.3611111111111111,0.0,0.0,-2.5507152181499637,1.9512659944678172
Texas,13,58,Medium Betweenness,1.0371793905893962,0,-1.7222222222222219,1.0000000000000089,590.0000000000052,-7.614014646443141,0.896114363733073
Texas,15,15,Low Betweenness (Intra-cluster),1.6277547677357993,0,2.202020202020202,0.0,0.0,-5.708786150011135,1.9999999897352723
Texas,15,16,Medium Betweenness,0.30956409374872845,0,-3.1297258297258295,0.3428217868002412,202.26485421214232,-18.54705359339872,1.5160320263799423
Texas,15,22,Medium Betweenness,0.43831597765286767,0,-1.6575036075036076,0.40193181999243366,237.13977379553586,-12.850356644945863,1.4958958198980932
Texas,15,65,Medium Betweenness,0.5466725528240204,0,-1.3075036075036075,0.4374001550975029,258.0660915075267,-11.460135737539295,1.4696929607911509
Texas,15,165,Medium Betweenness,0.5386249621709188,0,-1.3075036075036075,0.43740015509750296,258.0660915075267,-11.46013573753929,1.4696929607911509
Texas,15,20,Low Betweenness (Intra-cluster),0.43778972824414575,0,-2.17020202020202,0.49943252319903886,294.66518868743293,-12.012220447300805,1.3848225615085314
Texas,15,57,Medium Betweenness,0.6879580616950989,0,-1.324170274170274,0.3049519777197276,179.92166685463928,-12.461624864518415,1.6016999237185612
Texas,15,92,Medium Betweenness,1.1632630030314128,0,-1.0202020202020203,0.9999999999999991,589.9999999999994,-8.348012136387537,0.9146987953988612
Texas,15,174,Medium Betweenness,1.139585336049398,0,-1.0202020202020203,0.9999999999999987,589.9999999999992,-8.348012136387528,0.9146987953988617
Texas,16,20,High Betweenness (Inter-cluster),0.4153236746788025,0,-2.0686147186147186,0.484878040202357,286.0780437193906,-8.599346178695946,1.40206634341264
Texas,16,56,High Betweenness (Inter-cluster),0.1267168695727984,0,-34.69487734487735,0.21056511422429777,124.23341739233568,95.65068420872834,0.8126711475041808
Texas,16,59,Low Betweenness (Intra-cluster),0.4358918468157451,0,-1.5242424242424242,0.44830346610942295,264.49904500455955,-7.719611265901212,1.4530519692383157
Texas,16,60,Medium Betweenness,0.3987582723299663,0,-1.9837662337662336,0.6546107191877917,386.2203243207971,-8.458015011217725,1.2345798420381005
Texas,16,85,Low Betweenness (Intra-cluster),0.3803586463133494,0,-1.8813852813852816,0.5526412785560746,326.058354348084,-6.832227187398491,1.3392595908519422
Texas,16,123,Medium Betweenness,1.070393721262614,0,-0.9004329004329005,0.9999999999999992,589.9999999999995,-4.188671668651864,0.9178694178618819
Texas,16,126,Medium Betweenness,0.42042444149653124,0,-1.8766233766233764,0.5440676224342744,320.9998972362219,-8.354320361183932,1.3479593077811134
Texas,16,133,Low Betweenness (Intra-cluster),0.3088824450969696,0,-2.2504329004329007,0.45433401185881306,268.0570669966997,-10.257816668177302,1.427797137350253
Texas,17,29,Low Betweenness (Intra-cluster),0.7733151912689209,0,-0.9309523809523808,0.5835556103338552,344.29781009697456,-2.96933615050156,1.333505867639555
Texas,17,56,Medium Betweenness,0.1996689885854721,0,-33.4515873015873,0.5835556103338551,344.2978100969745,-51.74541259300327,0.47259400830693754
Texas,18,126,Low Betweenness (Intra-cluster),1.3267315228780112,0,0.0071428571428571175,0.7266244574269471,428.70842988189884,-1.9140718268863672,1.2152710179194441
Texas,18,139,Medium Betweenness,1.7652882734934492,0,0.4071428571428571,0.7266244574269473,428.7084298818989,-0.7480881866925031,1.2258601329405208
Texas,19,56,Medium Betweenness,0.26905466119448346,0,-33.40396825396826,1.0000000000000013,590.0000000000008,-23.889075863572646,0.05741023173633199
Texas,20,115,Medium Betweenness,1.663714051246643,0,0.25909090909090904,1.0,590.0,-2.129073469126541,0.9485652453336928
Texas,21,36,Medium Betweenness,1.826602141062419,0,0.8238095238095238,0.6282900799097553,370.6911471467556,-2.4353849684521753,1.33522483762132
Texas,21,56,High Betweenness (Inter-cluster),0.0961816410223643,0,-34.48730158730159,0.654610719187791,386.2203243207967,1070.3553046259076,0.3741206559125533
Texas,21,60,Low Betweenness (Intra-cluster),1.5818814833958945,0,0.7238095238095237,0.5131603196390184,302.76458858702085,-2.9847278249069915,1.4477073179854856
Texas,22,56,High Betweenness (Inter-cluster),0.17331764101982117,0,-33.372655122655125,0.33873943057409994,199.85626403871896,-240.46072058977302,0.7194997404224637
Texas,22,57,Low Betweenness (Intra-cluster),0.4462100764115651,0,-1.2551226551226549,0.38289440590197776,225.9076994821669,-7.503670510189079,1.525585379265805
Texas,22,74,Low Betweenness (Intra-cluster),0.7703171968460082,0,-0.0758297258297258,0.5424298445007563,320.0336082554462,-1.835061290426534,1.3972691134419504
Texas,23,127,Low Betweenness (Intra-cluster),0.3506463865439097,0,-1.1599206349206348,0.35132795539870676,207.28349368523698,-4.750033997286461,1.5596720923088054
Texas,23,147,Low Betweenness (Intra-cluster),0.6580193440119426,0,-0.13492063492063489,0.4594579972124193,271.0802183553274,-1.1720579814482792,1.4786766588179066
Texas,23,56,Medium Betweenness,0.16844608883062998,0,-33.292857142857144,0.3084138717301755,181.96418432080353,5136.163103332536,0.7519377739294574
Texas,23,84,Low Betweenness (Intra-cluster),0.4068358937899272,0,-2.159920634920635,0.31342895294080136,184.9230822350728,-10.940848950640506,1.5710983068350275
Texas,24,40,Medium Betweenness,1.9980025688807168,0,0.2404761904761905,1.0000000000000024,590.0000000000015,-1.8709183096603472,0.9480724618424499
Texas,24,56,High Betweenness (Inter-cluster),0.0965272163351377,0,-34.90396825396825,0.9999999999999992,589.9999999999995,-101.02893003715718,0.01770105040729662
Texas,24,130,Medium Betweenness,2.001116156578064,0,0.2404761904761905,1.0000000000000022,590.0000000000014,-1.8709183096603474,0.9480724618424501
Texas,25,84,Medium Betweenness,0.40307353933652246,0,-2.7123015873015874,0.6294230588899405,371.3596047450649,-9.733406729710063,1.2404811404453073
Texas,25,167,Low Betweenness (Intra-cluster),1.0523950457572937,0,-0.28174603174603174,0.6294230588899401,371.35960474506464,-2.020658473615057,1.3048247213025448
Texas,26,56,Medium Betweenness,0.29256772994995117,0,-33.40396825396826,0.9999999999999989,589.9999999999993,-23.889075863572632,0.05741023173633443
Texas,27,56,Medium Betweenness,0.26539560159047443,0,-33.40396825396826,1.0000000000000002,590.0000000000001,-23.88907586357268,0.0574102317363331
Texas,28,80,Medium Betweenness,0.8520469665527344,0,-0.692063492063492,0.6425674895397122,379.1148188284302,-2.9390932013444164,1.2808180438280732
Texas,28,146,Low Betweenness (Intra-cluster),0.5914922952651978,0,-1.4317460317460318,0.6425674895397124,379.1148188284303,-5.931676493058467,1.2612365850986218
Texas,29,97,Low Betweenness (Intra-cluster),0.7525633772214253,0,-0.9309523809523808,0.5835556103338556,344.2978100969748,-2.969336150501558,1.3335058676395546
Texas,29,162,Medium Betweenness,0.7703350782394409,0,-1.0214285714285714,0.6112932789636492,360.663034588553,-3.447716305880353,1.3033730423180858
Texas,29,56,High Betweenness (Inter-cluster),0.20719823241233826,0,-33.868253968253974,0.33422244133542145,197.19124038789866,456.29993891043137,0.7108968466650746
Texas,29,126,Medium Betweenness,0.5566185315450032,0,-1.55,0.5617329548787198,331.42244337844465,-4.877464682103644,1.3389406067724157
Texas,29,182,Medium Betweenness,1.2815738519032798,0,-0.6166666666666667,0.9999999999999982,589.999999999999,-2.3086532571794915,0.925381501083004
Texas,30,146,Low Betweenness (Intra-cluster),0.41855434576670336,0,-1.5555555555555554,0.4549040268104987,268.3933758181942,-6.616806893198851,1.445622462730384
Texas,30,159,Low Betweenness (Intra-cluster),0.5328786571820577,0,-0.742063492063492,0.45600848161731417,269.04500415421535,-2.8591780796162842,1.4660534105072391
Texas,30,56,Medium Betweenness,0.16708735128243765,0,-33.396031746031746,0.40534861790177956,239.15568456204994,-145.72041540224066,0.65227170937653
Texas,31,56,Medium Betweenness,0.13943616549173993,0,-33.59285714285714,0.37392108183168293,220.61343828069292,-272.99102261190086,0.6784887282172172
Texas,31,84,Low Betweenness (Intra-cluster),0.33677063385645545,0,-2.459920634920635,0.38005062553355917,224.2298690647999,-10.84756541481033,1.4965347986426814
Texas,31,127,Low Betweenness (Intra-cluster),0.4518248736858368,0,-0.8599206349206348,0.3993797403003022,235.6340467771783,-3.115845456751448,1.5195621441535372
Texas,32,56,Medium Betweenness,0.27568639318148297,0,-33.40396825396826,0.9999999999999982,589.999999999999,-23.88907586357265,0.057410231736335096
Texas,33,56,Medium Betweenness,0.277905414501826,0,-33.40396825396826,0.9999999999999992,589.9999999999995,-23.88907586357267,0.0574102317363341
Texas,34,34,Low Betweenness (Intra-cluster),1.1576001644134521,0,1.4865079365079366,0.0,0.0,-3.8235889413260407,1.9810583855390207
Texas,34,66,High Betweenness (Inter-cluster),0.12688506891330084,0,-3.486507936507937,0.32002849812944545,188.81681389637282,-34.07911330762343,1.5293802979073599
Texas,34,84,Medium Betweenness,0.1052675743897756,0,-4.281349206349206,0.29624430677934566,174.78414099981393,-50.972775238226525,1.532122824944997
Texas,34,42,Medium Betweenness,0.6739165584246317,0,-0.9531746031746031,0.6948057260865135,409.93537839104295,-6.526473951569694,1.2216674688315647
